# LOCAL algebraic fixtures; no PZ-reachability claim.
# w family offset a b sign canonical_y forward_carry forward_lhs inverse_carry inverse_lhs old136_forward_bad old136_inverse_bad
109 forward-low 4 000000000000000000000000000000000003fffffffc00000003fffffffc0005 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc00001fffffffe00000001ffff7ffdfe1a 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403cb 1 000000000000000000000000000000000003fffffffc00000003fffffffc0005 1 0
109 forward-high 4 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2a 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003ffffe00000001fffffffdffff8001fe15 1 0000000000000100000000000000007ffffc00000003fffffffbffff0003fc2b 1 000000000000000000000000000000000003fffffffc000000040000fffc03d5 1 0
109 forward-high 4 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2a 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbffffe00000001fffffffdffff8001fe15 0 000000000000010000000000000000800003fffffffc000000040000fffc03d5 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2a 0 0
109 forward-low 5 000000000000000000000000000000000003fffffffc00000003fffffffc0006 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000400001fffffffe00000001fffffffe0003 0 000000000000010000000000000000800003fffffffc00000003fffffffc0006 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff9 0 0
109 forward-low 5 000000000000000000000000000000000003fffffffc00000003fffffffc0006 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc00001fffffffe00000001fffefffdfc32 1 0000000000000100000000000000007ffffc00000003fffffffc00020004079a 1 000000000000000000000000000000000003fffffffc00000003fffffffc0006 1 0
109 forward-high 5 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc29 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003ffffe00000001fffffffe00000001fffd 1 0000000000000100000000000000007ffffc00000003fffffffc00000003fffa 1 000000000000000000000000000000000003fffffffc000000040000fffc03d6 1 0
109 forward-high 5 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc29 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbffffe00000001fffffffdffff0001fc2c 0 000000000000010000000000000000800003fffffffc000000040001fffc07a6 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc29 0 0
109 forward-low 6 000000000000000000000000000000000003fffffffc00000003fffffffc0007 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000400001fffffffe00000001ffff7ffdfe1b 0 000000000000010000000000000000800003fffffffc00000003fffefffbfc37 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff8 0 0
109 forward-low 6 000000000000000000000000000000000003fffffffc00000003fffffffc0007 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc00001fffffffe00000001ffff7ffdfe1b 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c9 1 000000000000000000000000000000000003fffffffc00000003fffffffc0007 1 0
109 forward-high 6 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc28 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003ffffe00000001fffffffdffff8001fe14 1 0000000000000100000000000000007ffffc00000003fffffffbffff0003fc29 1 000000000000000000000000000000000003fffffffc000000040000fffc03d7 1 0
109 forward-high 6 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc28 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbffffe00000001fffffffdffff8001fe14 0 000000000000010000000000000000800003fffffffc000000040000fffc03d7 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc28 0 0
109 forward-low 7 000000000000000000000000000000000003fffffffc00000003fffffffc0008 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000400001fffffffe00000001fffffffe0004 0 000000000000010000000000000000800003fffffffc00000003fffffffc0008 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff7 0 0
109 forward-low 7 000000000000000000000000000000000003fffffffc00000003fffffffc0008 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc00001fffffffe00000001fffefffdfc33 1 0000000000000100000000000000007ffffc00000003fffffffc000200040798 1 000000000000000000000000000000000003fffffffc00000003fffffffc0008 1 0
109 forward-high 7 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc27 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003ffffe00000001fffffffe00000001fffc 1 0000000000000100000000000000007ffffc00000003fffffffc00000003fff8 1 000000000000000000000000000000000003fffffffc000000040000fffc03d8 1 0
109 forward-high 7 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc27 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbffffe00000001fffffffdffff0001fc2b 0 000000000000010000000000000000800003fffffffc000000040001fffc07a8 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc27 0 0
109 forward-low 8 000000000000000000000000000000000003fffffffc00000003fffffffc0009 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000400001fffffffe00000001ffff7ffdfe1c 0 000000000000010000000000000000800003fffffffc00000003fffefffbfc39 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff6 0 0
109 forward-low 8 000000000000000000000000000000000003fffffffc00000003fffffffc0009 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc00001fffffffe00000001ffff7ffdfe1c 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c7 1 000000000000000000000000000000000003fffffffc00000003fffffffc0009 1 0
109 forward-high 8 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc26 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003ffffe00000001fffffffdffff8001fe13 1 0000000000000100000000000000007ffffc00000003fffffffbffff0003fc27 1 000000000000000000000000000000000003fffffffc000000040000fffc03d9 1 0
109 forward-high 8 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc26 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbffffe00000001fffffffdffff8001fe13 0 000000000000010000000000000000800003fffffffc000000040000fffc03d9 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc26 0 0
109 forward-low 9 000000000000000000000000000000000003fffffffc00000003fffffffc000a 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000400001fffffffe00000001fffffffe0005 0 000000000000010000000000000000800003fffffffc00000003fffffffc000a 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff5 0 0
109 forward-low 9 000000000000000000000000000000000003fffffffc00000003fffffffc000a 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc00001fffffffe00000001fffefffdfc34 1 0000000000000100000000000000007ffffc00000003fffffffc000200040796 1 000000000000000000000000000000000003fffffffc00000003fffffffc000a 1 0
109 forward-high 9 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc25 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003ffffe00000001fffffffe00000001fffb 1 0000000000000100000000000000007ffffc00000003fffffffc00000003fff6 1 000000000000000000000000000000000003fffffffc000000040000fffc03da 1 0
109 forward-high 9 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc25 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbffffe00000001fffffffdffff0001fc2a 0 000000000000010000000000000000800003fffffffc000000040001fffc07aa 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc25 0 0
109 forward-low 10 000000000000000000000000000000000003fffffffc00000003fffffffc000b 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000400001fffffffe00000001ffff7ffdfe1d 0 000000000000010000000000000000800003fffffffc00000003fffefffbfc3b 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff4 0 0
109 forward-low 10 000000000000000000000000000000000003fffffffc00000003fffffffc000b 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc00001fffffffe00000001ffff7ffdfe1d 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c5 1 000000000000000000000000000000000003fffffffc00000003fffffffc000b 1 0
109 forward-high 10 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc24 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003ffffe00000001fffffffdffff8001fe12 1 0000000000000100000000000000007ffffc00000003fffffffbffff0003fc25 1 000000000000000000000000000000000003fffffffc000000040000fffc03db 1 0
109 forward-high 10 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc24 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbffffe00000001fffffffdffff8001fe12 0 000000000000010000000000000000800003fffffffc000000040000fffc03db 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc24 0 0
109 forward-low 11 000000000000000000000000000000000003fffffffc00000003fffffffc000c 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000400001fffffffe00000001fffffffe0006 0 000000000000010000000000000000800003fffffffc00000003fffffffc000c 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fff3 0 0
109 forward-low 11 000000000000000000000000000000000003fffffffc00000003fffffffc000c 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc00001fffffffe00000001fffefffdfc35 1 0000000000000100000000000000007ffffc00000003fffffffc000200040794 1 000000000000000000000000000000000003fffffffc00000003fffffffc000c 1 0
109 forward-high 11 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc23 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003ffffe00000001fffffffe00000001fffa 1 0000000000000100000000000000007ffffc00000003fffffffc00000003fff4 1 000000000000000000000000000000000003fffffffc000000040000fffc03dc 1 0
109 forward-high 11 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc23 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbffffe00000001fffffffdffff0001fc29 0 000000000000010000000000000000800003fffffffc000000040001fffc07ac 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc23 0 0
109 inverse-double 0 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc30 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe18 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc31 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403cf 0 1
109 inverse-double 1 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc32 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe19 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc33 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403cd 0 1
109 inverse-double 2 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc34 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe1a 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc35 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403cb 0 1
109 inverse-double 3 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc36 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe1b 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc37 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c9 0 1
109 inverse-double 4 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc38 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe1c 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc39 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c7 0 1
109 inverse-double 5 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc3a 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe1d 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc3b 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c5 0 1
109 inverse-double 6 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc3c 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe1e 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc3d 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c3 0 1
109 inverse-double 7 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc3e 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe1f 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc3f 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403c1 0 1
109 inverse-double 8 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc40 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe20 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc41 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403bf 0 1
109 inverse-double 9 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc42 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe21 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc43 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403bd 0 1
109 inverse-double 10 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc44 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe22 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc45 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403bb 0 1
109 inverse-double 11 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc46 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe23 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc47 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403b9 0 1
109 inverse-double 12 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc48 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe24 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc49 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403b7 0 1
109 inverse-double 13 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc4a 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe25 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc4b 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403b5 0 1
109 inverse-double 14 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc4c 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe26 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc4d 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403b3 0 1
109 inverse-double 15 fffffffffffffeffffffffffffffff800003fffffffc00000003fffefffbfc4e 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000000001fffffffe00000001ffff7ffdfe27 1 000000000000000000000000000000000003fffffffc00000003fffefffbfc4f 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403b1 0 1
